Infant Mortality Rate
43.05073126
44.85104547
7.659442267
2.555450698
5.716825317
7.267607708
9.391014145
5.336197473
2.772842104
2.576601366
16.32362298
35.48911636
2.389249902
53.25074646
49.05607818
23.76184527
5.041631401
5.715560408
10.0666257
4.571525675
2.130000815
9.530101856
18.89243798
10.91739261
10.62756584
8.555203603
21.50892295
29.05064109
74.25667271
3.944659379
3.25701995
5.457580058
6.328445943
51.52750164
44.8125301
59.93898451
31.23445784
5.800389977
10.45072168
43.6567727
11.53262196
7.029534468
3.378094298
1.68793233
2.222199407
2.936299061
43.96117561
28.49104793
2.785805685
21.15113548
18.59161659
10.53500878
16.07148704
25.96369623
2.366322048
1.682048534
31.39155586
1.768312154
19.67489576
3.401789688
21.83259876
27.40164677
3.32008363
7.502787267
30.03059914
57.69974067
31.67451597
46.74509066
54.6922998
3.03473676
13.45601878
18.34304978
21.11595636
12.7637678
3.683176492
43.22661897
2.794364656
17.89873811
28.18641241
2.584061285
11.33819656
19.59056026
1.417227065
2.73762679
2.46173607
10.47822743
12.16566585
1.710831929
8.080727587
28.5003125
14.46297312
20.0276419
35.92012997
11.51056206
2.490731024
6.13927189
32.06762969
5.904754289
56.29972681
8.808673794
18.15004527
5.490963007
61.10455372
2.735532631
2.036980084
2.854384108
16.35752185
2.258407297
10.939239
32.56725639
5.914622044
10.94635449
23.17930266
5.017315354
54.61867493
5.538927711
31.81475672
1.920065108
11.60402438
50.60947495
44.65361149
12.76186025
27.33392717
6.705636183
27.56854358
42.37652734
67.34975016
12.5457346
17.5083888
3.119031412
1.784666009
23.28638507
22.8638552
3.57104828
8.77750519
50.51621205
11.38051081
9.231978666
19.11261002
13.97399705
32.57419522
3.442782061
11.57891887
2.750638729
14.89030005
15.23360917
5.135598418
5.110033712
4.444531048
23.61668992
5.371900807
36.26942113
28.95239878
1.87823429
15.16487436
75.19666138
10.23212208
1.361715811
67.92374753
4.139575426
57.1664747
20.69428222
14.05783863
4.207562527
1.527091991
1.895882662
34.35843017
11.21654279
16.09419181
62.53499203
41.02117498
6.897111208
25.83705154
31.06863347
34.48536509
16.14514947
14.0116503
13.13437447
8.027884327
17.86313006
32.90190262
29.83546271
6.426867367
10.76665696
6.215412779
8.86039362
35.27116335
12.33550811
16.56117638
4.954589347
31.85959113
46.54576414
57.12262445
2.930686064
2.898717197
15.84623913
30.33804924
6.135954401
